"1104","34.412786","-119.852915","34.412882","-119.852848"
"1105","34.412788","-119.85285","34.412882","-119.852781"
"1106","34.412787","-119.852783","34.412881","-119.852715"
"1107","34.412787","-119.852716","34.412881","-119.852648"
"1108","34.412788","-119.852651","34.412881","-119.852582"
"1109","34.412787","-119.852583","34.412881","-119.852515"
"1117","34.41606","-119.846545","34.41647","-119.846435"
"1150","34.4114","-119.848005","34.411495","-119.847957"
"1210","34.416485","-119.846536","34.416571","-119.846317"
"1212","34.416036","-119.847526","34.416163","-119.847391"
"1215","34.412661","-119.852553","34.412724","-119.852486"
"1219","34.412597","-119.85255","34.412663","-119.852444"
"1501","34.410389","-119.875416","34.410497","-119.87525"
"1513","34.415851","-119.844771","34.41591","-119.844683"
"1601","34.418953","-119.850237","34.41897","-119.850212"
"1804","34.412053","-119.844652","34.412088","-119.844561"
"2103","34.416412","-119.847303","34.416533","-119.847138"
"2105","34.412842","-119.852583","34.412843","-119.852581"
"2120","34.412785","-119.852716","34.412828","-119.852584"
"2145","34.412786","-119.852966","34.412844","-119.852914"
"2210","34.412621","-119.852579","34.412676","-119.852511"
"2260","34.412592","-119.852512","34.412678","-119.852449"
"2431","34.413322","-119.847693","34.413348","-119.847642"
"2502","34.411339","-119.84679","34.411506","-119.846482"
"3112","34.412854","-119.852618","34.412894","-119.852485"
"3117","34.41606","-119.846545","34.41647","-119.846435"
"3123","34.412802","-119.852649","34.412824","-119.852617"
"3130","34.412802","-119.852805","34.412853","-119.852771"
"3151","34.411728","-119.848007","34.411816","-119.847838"
"3167","34.411607","-119.847821","34.411781","-119.84773"
"3185","34.411388","-119.848235","34.411488","-119.848166"
"3210","34.41259","-119.852581","34.412709","-119.852512"
"3231","34.412598","-119.852348","34.41267","-119.852245"
"6960","34.410327","-119.874076","34.410803","-119.873445"
"6970","34.411991","-119.874774","34.412401","-119.874466"
"6975","34.411077","-119.874287","34.411316","-119.874138"
"6980","34.411901","-119.874452","34.412182","-119.87408"
"6990","34.411622","-119.874238","34.411884","-119.873874"
"7000","34.410239","-119.874858","34.410448","-119.874686"
"7010","34.410389","-119.875416","34.410497","-119.87525"
"7015","34.409777","-119.875579","34.409945","-119.875441"
"7020","34.410734","-119.875824","34.41105","-119.875279"
"7025","34.409946","-119.875474","34.410147","-119.875298"
"7030","34.411036","-119.875754","34.411151","-119.87554"
"7035","34.410218","-119.87584","34.410306","-119.875704"
"7040","34.411046","-119.876328","34.411297","-119.875951"
"7045","34.409743","-119.876012","34.41007","-119.875544"
"7050","34.411454","-119.87675","34.411648","-119.876442"
"7055","34.41029","-119.87667","34.410854","-119.875951"
"7060","34.411121","-119.876865","34.411454","-119.876492"
"7070","34.410944","-119.876749","34.411102","-119.876594"
"7075","34.409833","-119.877291","34.410191","-119.876804"
"7085","34.41033","-119.877424","34.410773","-119.877117"
"7095","34.409729","-119.876951","34.40997","-119.876625"
"7097","34.40974","-119.876541","34.410003","-119.87624"
"7900","34.412094","-119.87248","34.412683","-119.871943"
"7905","34.41294","-119.872584","34.413179","-119.872199"
"7910","34.412536","-119.872098","34.412708","-119.871966"
"7915","34.412388","-119.873064","34.412743","-119.872845"
"7920","34.413172","-119.873013","34.413314","-119.872797"
"7925","34.411992","-119.872976","34.412133","-119.872736"
"7930","34.413233","-119.87324","34.413296","-119.873048"
"7935","34.411948","-119.873251","34.412073","-119.87302"
"7940","34.412928","-119.873476","34.413088","-119.873328"
"7945","34.411796","-119.873527","34.412007","-119.873277"
"7950","34.4131","-119.873649","34.413253","-119.873367"
"7955","34.41145","-119.873549","34.411733","-119.873135"
"7965","34.410311","-119.873525","34.410639","-119.873222"
"7966","34.410395","-119.874335","34.410736","-119.874048"
"7985","34.411721","-119.872804","34.41193","-119.872648"
"1151B","34.411396","-119.847956","34.411495","-119.847838"
"1205K","34.413286","-119.846816","34.413312","-119.846767"
"NA","34.41173","-119.847611","34.411776","-119.847544"
"1203A","34.413758","-119.850135","34.413793","-119.850083"
"Full Extent","34.406631","-119.884686","34.423965","-119.839723"
